tool,warning description,type,subtype,type,subtype,type,subtype
RATS, catgets, Input Validation and Representation, Setting Manipulation,,,,
RATS, chmod, Time and State, File Access Race Condition: TOCTOU ,,,,
RATS, choice, Security Features, Insecure Randomness,,,,
RATS, cin, Input Validation and Representation, Buffer Overflow, API Abuse, Dangerous Function,,
RATS, compile, Input Validation and Representation, Command Injection,,,,
RATS, crypt, Security Features, Insecure Randomness ,,,,
RATS, cuserid, Code Quality, Obsolete, Code Quality, Inconsistent Implementations, API Abuse, Dangerous Function
RATS, drand48, Security Features, Insecure Randomness ,,,,
RATS, erand48, Security Features, Insecure Randomness ,,,,
RATS, eval, Input Validation and Representation, Command Injection,,,,
RATS, execfile, Input Validation and Representation, Command Injection,,,,
RATS, fgetc, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings ,,
RATS, fixed size local buffer, Input Validation and Representation, Buffer Overflow,,,,
RATS, fopen, Input Validation and Representation, Path Manipulation,,,,
RATS, fprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, fscanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, fwprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, getc, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, getchar, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, getenv, Input Validation and Representation, Setting Manipulation,,,,
RATS, gethostbyaddr, Input Validation and Representation, Setting Manipulation,,,,
RATS, gethostbyname, Input Validation and Representation, Setting Manipulation,,,,
RATS, getlogin, API Abuse, Often Misused: Authentication,,,,
RATS, getopt, Input Validation and Representation, Buffer Overflow, Code Quality, Inconsistent Implementations,,
RATS, getopt_long, Input Validation and Representation, Buffer Overflow, Code Quality, Inconsistent Implementations ,,
RATS, getpass, API Abuse, Dangerous Function, Code Quality, Obsolete, Security Features, Password Management
RATS, gets, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, gettext, Input Validation and Representation, Setting Manipulation,,,,
RATS, getwd, Input Validation and Representation, Buffer Overflow ,,,,
RATS, glob, Input Validation and Representation, Command Injection,,,,
RATS, initstate, Security Features, Insecure Randomness ,,,,
RATS, is_dir, Input Validation and Representation, Setting Manipulation,,,,
RATS, jrand48, Security Features, Insecure Randomness ,,,,
RATS, lcong48,Security Features, Insecure Randomness ,,,,
RATS, lrand48, Security Features, Insecure Randomness,,,,
RATS, lstat, Time and State, File Access Race Condition: TOCTOU,,,,
RATS, lstrcat, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings ,,
RATS, lstrcpy, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, lstrcpyA, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, lstrcpyW, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, mrand48, Security Features, Insecure Randomness,,,,
RATS, nrand48, Security Features, Insecure Randomness,,,,
RATS, open, Input Validation and Representation, Path Manipulation,,,,
RATS, params, Input Validation and Representation, Setting Manipulation,,,,
RATS, popen, Input Validation and Representation, Setting Manipulation,,,,
RATS, printf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, randint, Security Features, Insecure Randomness,,,,
RATS, random, Security Features, Insecure Randomness,,,,
RATS, read, Input Validation and Representation, Buffer Overflow ,,,,
RATS, realloc, API Abuse, Heap Inspection,,,,
RATS, realpath, API Abuse, Often Misused: File System,,,,
RATS, scanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, seed48, Security Features, Insecure Randomness,,,,
RATS, setstate, Security Features, Insecure Randomness,,,,
RATS, signal, Time and State, Signal Handling Race Conditions,,,,
RATS, sprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, srand, Security Features, Insecure Randomness,,,,
RATS, srand48, Security Features, Insecure Randomness,,,,
RATS, srandom, Security Features, Insecure Randomness,,,,
RATS, sscanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, stat, Time and State, File Access Race Condition: TOCTOU,,,,
RATS, strcat, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, strcpy, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, strecpy, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, strncat, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, swprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, swscanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, syslog, Input Validation and Representation, Format String,,,,
RATS, system, Input Validation and Representation, Command Injection,,,,
RATS, tempnam, Time and State, Insecure Temporary File,,,,
RATS, tmpfile, Time and State, Insecure Temporary File,,,,
RATS, tmpnam, Time and State, Insecure Temporary File,,,,
RATS, ttyname, Input Validation and Representation, Setting Manipulation,,,,
RATS, umask, API Abuse, Often Misused: Privilege Management, Security Features, Least Privilege Violation ,,
RATS, vfork, Time and State, File Access Race Condition: TOCTOU, API Abuse, Dangerous Function,,
RATS, vfprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, vfscanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings ,,
RATS, vfwprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, vprintf,Input Validation and Representation, Format String, API Abuse, Often Misused: Strings ,,
RATS, vsprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, vsscanf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, vswprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, vwprintf, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
RATS, wcscat, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, wcscpy, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings,,
RATS, wprintf,Input Validation and Representation, Format String, API Abuse, Often Misused: Strings ,,
RATS, wsprintf,Input Validation and Representation, Format String, API Abuse, Often Misused: Strings ,,
RATS, wsprintfW, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
clang, API Argument with 'nonnull' attribute passed null, API Abuse, General,,,,
clang, Dead code Unreachable code, Code Quality, General,,,,
clang, Dead store Dead assignment, Code Quality, General,,,,
clang, Dead store Dead initialization, Code Quality, General,,,,
clang, Logic error Assigned value is garbage or undefined, Code Quality, Uninitialized Variable,,,,
clang, Logic error Branch condition evaluates to a garbage value, Code Quality, Uninitialized Variable,,,,
clang, Logic error Cast from non-struct type to struct type, Code Quality, General,,,,
clang, Logic error Dangerous construct in a vforked process, Input Validation and Representation, Process Control,,,,
clang, Logic error NULL stream pointer, Code Quality, Null Dereference,,,,
clang, Logic error Out-of-bound array access, Input Validation and Representation, Buffer Overflow,,,,
clang, Logic error Potential unintended use of sizeof() on pointer type, Input Validation and Representation, Buffer Overflow,,,,
clang, Logic error Result of operation is garbage or undefined, Code Quality, Undefined Behavior,,,,
clang, Logic error Uninitialized argument value, Code Quality, Uninitialized Variable,,,,
clang, Memory Error Memory leak, Code Quality, Memory Leak,,,,
clang, Security Potential insecure implementation-specific behavior in call 'vfork', Input Validation and Representation, Process Control,,,,
clang, Unix API Allocator sizeof operand mismatch, Input Validation and Representation, Buffer Overflow,,,,
clang, Unix API Improper use of 'pthread_once', Time and State, Deadlock,,,,
clang, Unix API Undefined allocation of 0 bytes (CERT MEM04-C; CWE-131), Input Validation and Representation, Buffer Overflow,,,,
cppcheck, IOWithoutPositioning, Code Quality, Undefined Behavior,,,,
cppcheck, arrayIndexOutOfBounds, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, assignBoolToPointer, Code Quality, Undefined Behavior,,,,
cppcheck, autoVariables, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, autovarInvalidDeallocation, Code Quality, Undefined Behavior,,,,
cppcheck, bufferAccessOutOfBounds, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, coutCerrMisusage, Code Quality, Undefined Behavior,,,,
cppcheck, cppcheckError,Tool_error,Tool_error,,,,
cppcheck, deadpointer, Code Quality, General,,,,
cppcheck, deallocDealloc, Code Quality, Double Free,,,,
cppcheck, deallocret, Code Quality, Use After Free,,,,
cppcheck, deallocuse, Code Quality, Use After Free,,,,
cppcheck, doubleFree, Code Quality, Double Free,,,,
cppcheck, eraseDereference, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, insecureCmdLineArgs, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, integerOverflow, Input Validation and Representation, Integer Overflow,,,,
cppcheck, invalidFunctionArgBool, API Abuse, General,,,,
cppcheck, invalidIterator2, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, invalidScanfFormatWidth, Input Validation and Representation, Format String, API Abuse, Often Misused: Strings,,
cppcheck, iterators, Code Quality, General,,,,
cppcheck, leakNoVarFunctionCall, Code Quality, Unreleased Resource,,,,
cppcheck, leakReturnValNotUsed, Code Quality, Unreleased Resource,,,,
cppcheck, memleak, Code Quality, Memory Leak,,,,
cppcheck, memleakOnRealloc, API Abuse, Heap Inspection,,,,
cppcheck, memsetClass, Code Quality, Undefined Behavior,,,,
cppcheck, memsetClassReference, Code Quality, Undefined Behavior,,,,
cppcheck, mismatchAllocDealloc, Code Quality, Undefined Behavior,,,,
cppcheck, nanInArithmeticExpression, Code Quality, General,,,,
cppcheck, negativeIndex, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, negativeMemoryAllocationSize, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, nullPointer, Code Quality, Null Dereference,,,,
cppcheck, preprocessorErrorDirective,Tool_error,Tool_error,,,,
cppcheck, resourceLeak, Code Quality, Unreleased Resource,,,,
cppcheck, returnAddressOfFunctionParameter, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, returnLocalVariable, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, returnTempReference, Input Validation and Representation, Illegal Pointer Value,,,,
cppcheck, selfInitialization, Code Quality, General,,,,
cppcheck, shiftNegative, Code Quality, Undefined Behavior,,,,
cppcheck, shiftTooManyBits, Code Quality, Undefined Behavior,,,,
cppcheck, sprintfOverlappingData, Code Quality, Undefined Behavior,,,,
cppcheck, stlOutOfBounds, Input Validation and Representation, Buffer Overflow,,,,
cppcheck, stlcstr, Code Quality, Undefined Behavior,,,,
cppcheck, syntaxError,Tool_error,Tool_error,,,,
cppcheck, throwInNoexceptFunction, API Abuse, Often Misused: Exception Handling,,,,
cppcheck, uninitStructMember, Code Quality, Uninitialized Variable,,,,
cppcheck, uninitdata, Code Quality, Uninitialized Variable,,,,
cppcheck, uninitvar, Code Quality, Uninitialized Variable,,,,
cppcheck, unknownEvaluationOrder, Code Quality, General,,,,
cppcheck, useClosedFile, API Abuse, General,,,,
cppcheck, va_end_missing, Code Quality, Undefined Behavior,,,,
cppcheck, va_list_usedBeforeStarted, Code Quality, Uninitialized Variable,,,,
cppcheck, va_start_referencePassed, Code Quality, Undefined Behavior ,,,,
cppcheck, va_start_subsequentCalls, API Abuse, General ,,,,
cppcheck, wrongPrintfScanfArgNum, Input Validation and Representation, Format String,,,,
cppcheck, zerodiv, Code Quality, Undefined Behavior,,,,
Parasoft, 'free' function should not be used, API Abuse, Dangerous Function, Code Quality, Inconsistent Implementations, Code Quality, Obsolete
Parasoft, 'int' type is assigned to variable of enum type, Code Quality, Undefined Behavior,,,,
Parasoft, 'malloc' function should not be used, API Abuse, Dangerous Function,,,,
Parasoft, 'realloc' function should not be used, API Abuse, Heap Inspection,,,,
Parasoft, 'signed char' type is assigned to variable of enum type, Code Quality, Undefined Behavior,,,,
Parasoft, 'umask' should be placed before the 'mkstemp' call in the same code block, API Abuse, Often Misused: Privilege Management, Security Features, Least Privilege Violation,,
Parasoft, 'unsigned char' type is assigned to variable of enum type, Code Quality, Undefined Behavior,,,,
Parasoft, 'unsigned int' type is assigned to variable of enum type, Code Quality, Undefined Behavior,,,,
Parasoft, A class 'AudioDriver_NULL' must declare a copy assignment operator, Code Quality, General,,,,
Parasoft, A class 'AudioDriver_NULL' must declare a copy constructor , Code Quality, General,,,,
Parasoft, A class 'CPoly' must declare a copy assignment operator, Code Quality, General,,,,
Parasoft, A class 'CPoly' must declare a copy constructor, Code Quality, General,,,,
