taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, RATS, examples/tagreader.cpp,35, fixed size local buffer, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,155, (buffer) read, taglib/xm/xmfile.cpp,156, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,189, (buffer) read, taglib/xm/xmfile.cpp,190, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,210, (buffer) read, taglib/xm/xmfile.cpp,211, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,329, (buffer) read, taglib/xm/xmfile.cpp,330, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,334, (buffer) read, taglib/xm/xmfile.cpp,335, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,362, (buffer) read, taglib/xm/xmfile.cpp,364, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,370, (buffer) read, taglib/xm/xmfile.cpp,373, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,431, (buffer) read, taglib/xm/xmfile.cpp,435, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,500, (buffer) read, taglib/xm/xmfile.cpp,496, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,540, (buffer) read, taglib/xm/xmfile.cpp,536, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,567, (buffer) read, taglib/xm/xmfile.cpp,563, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,590, (buffer) read, taglib/xm/xmfile.cpp,586, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,625, (buffer) read, taglib/xm/xmfile.cpp,621, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.h,96, (buffer) read, taglib/xm/xmfile.h,104, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, cppcheck, taglib/toolkit/tfilestream.cpp,291, IOWithoutPositioning, taglib/toolkit/tfilestream.cpp,278, NA, Altered, Constant, No, NA, FFP2, Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, cppcheck, taglib/toolkit/tfilestream.cpp,332, IOWithoutPositioning, taglib/toolkit/tfilestream.cpp,322, NA, Altered, Constant, No, NA, FFP2, Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevectorlist.h,39, V690, taglib/toolkit/tbytevectorlist.h,39, V690, Constant, Changed, Yes, Constant, TFP , Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tstringlist.h,43, V690, taglib/toolkit/tstringlist.h,43, V690, Constant, Changed, Yes, Constant, TFP , Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tpropertymap.h,43, V690, taglib/toolkit/tpropertymap.h,106, V690, Moved, Changed, Yes, Constant, TFP , Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/mpegheader.cpp,39, V730, taglib/mpeg/mpegheader.cpp,40, NA, Moved, Changed, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2framefactory.cpp,102, V562, taglib/mpeg/id3v2/id3v2framefactory.cpp,138, NA, Altered, Constant, No, NA, FFP2, Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2tag.cpp,51, V730, taglib/mpeg/id3v2/id3v2tag.cpp,62, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2tag.cpp,51, V730, taglib/mpeg/id3v2/id3v2tag.cpp,64, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2tag.cpp,51, V730, taglib/mpeg/id3v2/id3v2tag.cpp,65, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2tag.cpp,51, V730, taglib/mpeg/id3v2/id3v2tag.cpp,66, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2tag.cpp,51, V730, taglib/mpeg/id3v2/id3v2tag.cpp,67, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/id3v2footer.cpp,38, V730, taglib/mpeg/id3v2/id3v2footer.cpp,36, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/commentsframe.cpp,83, V524, taglib/mpeg/id3v2/frames/commentsframe.cpp,85, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/privateframe.cpp,69, V524, taglib/mpeg/id3v2/frames/privateframe.cpp,71, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/relativevolumeframe.cpp,165, V524, taglib/mpeg/id3v2/frames/relativevolumeframe.cpp,162, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/textidentificationframe.cpp,321, V730, taglib/mpeg/id3v2/frames/textidentificationframe.cpp,326, V730, Moved, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/textidentificationframe.cpp,415, V730, taglib/mpeg/id3v2/frames/textidentificationframe.cpp,414, V730, Moved, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/unknownframe.cpp,71, V524, taglib/mpeg/id3v2/frames/unknownframe.cpp,72, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mpeg/id3v2/frames/unsynchronizedlyricsframe.cpp,85, V524, taglib/mpeg/id3v2/frames/unsynchronizedlyricsframe.cpp,86, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/ape/apetag.cpp,202, V640, taglib/ape/apetag.cpp,239, NA, Moved, Changed, No, NA, FFP2, Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/ape/apeitem.cpp,130, V524, taglib/ape/apeitem.cpp,144, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/ape/apeitem.cpp,196, V524, taglib/ape/apeitem.cpp,213, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/ape/apeproperties.cpp,187, V555, taglib/ape/apeproperties.cpp,189, V555, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tstring.cpp,567, V659, taglib/toolkit/tstring.cpp,558, V659, Altered, Constant, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tstringlist.cpp,58, V730, taglib/toolkit/tstringlist.cpp,58, V730, Constant, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tstringlist.cpp,63, V730, taglib/toolkit/tstringlist.cpp,63, V730, Constant, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevector.cpp,174, V688, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevector.cpp,352, V659, taglib/toolkit/tbytevector.cpp,404, V659, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevector.cpp,617, V659, taglib/toolkit/tbytevector.cpp,809, V659, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevectorlist.cpp,73, V730, taglib/toolkit/tbytevectorlist.cpp,73, V730, Constant, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/toolkit/tbytevectorlist.cpp,78, V730, taglib/toolkit/tbytevectorlist.cpp,78, V730, Constant, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/asf/asfattribute.h,41, V690, taglib/asf/asfattribute.h,41, NA, Constant, Changed, No, NA, FFP2, Code Quality, Undefined Behavior,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/flac/flacunknownmetadatablock.cpp,79, V524, taglib/flac/flacunknownmetadatablock.cpp,74, V524, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/riff/rifffile.cpp,244, V547, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/riff/wav/infotag.cpp,41, V547, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/asf/asfattribute.cpp,256, V525, taglib/asf/asfattribute.cpp,255, V525, Moved, Changed, Yes, Constant, TFP , Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/asf/asfattribute.cpp,160, V524, taglib/asf/asfattribute.cpp,159, NA, Moved, Changed, No, NA, FFP2, Code Quality, General ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/asf/asfattribute.cpp,40, V730, taglib/asf/asfattribute.cpp,39, V730, Altered, Constant, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mp4/mp4atom.cpp,123, V688, taglib/mp4/mp4atom.cpp,125, V688, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mp4/mp4tag.cpp,41, V730, taglib/mp4/mp4tag.cpp,38, V730, Altered, Constant, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mp4/mp4tag.cpp,41, V730, taglib/mp4/mp4tag.cpp,39, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/mp4/mp4tag.cpp,41, V730, taglib/mp4/mp4tag.cpp,40, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/tag.cpp,37, V730, taglib/tag.cpp,37, V730, Constant, Changed, Yes, Constant, TFP , Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, taglib/audioproperties.cpp,48, V730, taglib/audioproperties.cpp,107, NA, Altered, Constant, No, NA, FFP2, Code Quality, Uninitialized Variable,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,79, V572, bindings/c/tag_c.cpp,102, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,81, V572, bindings/c/tag_c.cpp,104, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,83, V572, bindings/c/tag_c.cpp,106, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,85, V572, bindings/c/tag_c.cpp,108, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,87, V572, bindings/c/tag_c.cpp,110, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,89, V572, bindings/c/tag_c.cpp,112, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,91, V572, bindings/c/tag_c.cpp,114, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,93, V572, bindings/c/tag_c.cpp,116, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,95, V572, bindings/c/tag_c.cpp,118, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, PVS-Studio, bindings/c/tag_c.cpp,97, V572, bindings/c/tag_c.cpp,120, V572, Moved, Changed, Yes, Constant, TFP , Code Quality, General,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Parasoft, audioproperties.cpp,48, Constructor does not initialize members: 'd', trueaudio/trueaudioproperties.cpp taglib/audioproperties.cpp,45, NA, Moved, Changed, No, NA, FFP2, Code Quality,General,,,,
